Input size of n for Array_i	Value of n*logn		Time Spent(ms)		Value of n*logn/time 
1000				6907.76			1.5032			4595.37		
2000				15201.8			3.0047			5059.34		
3000				24019.1			4.5116			5323.85		
4000				33176.2			8.0209			4136.22		
5000				42586			8.5202			4998.24		
6000				52197.1			6.0152			8677.53		
7000				61975.7			12.0308			5151.42		
8000				71897.6			8.9932			7994.66		
9000				81944.8			6.0398			13567.5		
